Sample	Bacillariophyta	Bolidophyceae	Chrysophyceae	Dictyochophyceae	Pelagophyceae	Phaeophyceae	Pinguiophyceae	Raphidophyceae	Strameno_all	Photo_all	depth_level	station	template	fraction	ntags	Month	Latitude	Longitude	sampling_depth	date	chloro_hplc	tara_NO2	tara_PO4	NO2NO3	tara_SI	tara_temp	tara_salinity
TV9_303	2710	0	3	5	1	4	0	0	2723	2899	DCM	39	D	20-180	235989	mar	18.5702	66.4861	25.3126	18-Mar-2010 09:52:57	0.17638	0.017	0.262	0.093	1.275	26.974	36.425
TV9_309	2743	0	1	1	1	0	0	0	2746	2834	SUR	39	D	20-180	215163	mar	18.5702	66.4861	5.38858	18-Mar-2010 04:41:12	0.099089	0.005	0.233	0.035	1.447	27.399	36.287
TV9_6	1740	16	148	206	104	0	47	0	2261	3154	DCM	41	WGA/D	5-20	1865395	mar	14.66323333	69.93146667	60	30-Mar-2010 11:41:14	0.372649	0.238	0.846	7.847	3.577	26.394	36.378
TV9_2	630	4	6	2	5	0	4	0	651	693	SUR	41	WGA/D	5-20	1518785	mar	14.66323333	69.93146667	3	30-Mar-2010 02:56:41	0.020173	-0.005	0.119	0.150	1.631	30.237	36.055
TV9_7	9470	202	6538	12216	21037	1031	231	41	50766	148139	DCM	41	D	0.8-5	1955808	mar	14.66323333	69.93146667	60	30-Mar-2010 11:41:14	0.372649	0.238	0.846	7.847	3.577	26.394	36.378
TV9_3	5650	477	13969	13203	350	660	428	1	34738	89311	SUR	41	D	0.8-5	1676823	mar	14.66323333	69.93146667	3	30-Mar-2010 02:56:41	0.020173	-0.005	0.119	0.150	1.631	30.237	36.055
TV9_5	250	0	1	1	14	0	0	0	266	338	DCM	41	D	180-2000	1531659	mar	14.66323333	69.93146667	60	30-Mar-2010 11:41:14	0.372649	0.238	0.846	7.847	3.577	26.394	36.378
TV9_1	399	0	1	0	0	0	0	0	400	428	SUR	41	D	180-2000	1303051	mar	14.66323333	69.93146667	3	30-Mar-2010 02:56:41	0.020173	-0.005	0.119	0.150	1.631	30.237	36.055
TV9_8	17195	0	11	23	29	0	0	0	17258	17859	DCM	41	D	20-180	1992065	mar	14.66323333	69.93146667	60	30-Mar-2010 11:41:14	0.372649	0.238	0.846	7.847	3.577	26.394	36.378
TV9_4	8778	93	552	1868	2074	236	4	0	13605	21041	SUR	41	D	20-180	2753149	mar	14.66323333	69.93146667	3	30-Mar-2010 02:56:41	0.020173	-0.005	0.119	0.150	1.631	30.237	36.055
TV9_211	45582	0	77	69	156	0	86	0	45970	46831	DCM	42	WGA/D	5-20	1616728	apr	6	73.9	80	04-Apr-2010 11:34:30	0.382515	0.152	0.342	1.385	3.199	27.944	35.035
TV9_207	26656	0	28	33	31	0	15	0	26763	27344	SUR	42	WGA/D	5-20	2606933	apr	6	73.9	3	04-Apr-2010 03:13:07	0.006724	0.000	0.084	0.026	2.205	30.338	34.574
TV9_212	8172	57	8235	16494	113690	1365	5	18	148036	305696	DCM	42	D	0.8-5	2553846	apr	6	73.9	80	04-Apr-2010 11:34:30	0.382515	0.152	0.342	1.385	3.199	27.944	35.035
TV9_208	7501	254	28152	31846	1320	2204	1267	9	72553	161722	SUR	42	D	0.8-5	2455091	apr	6	73.9	3	04-Apr-2010 03:13:07	0.006724	0.000	0.084	0.026	2.205	30.338	34.574
TV9_210	696	2	212	57	918	5	39	0	1929	2631	DCM	42	D	180-2000	2444213	apr	6	73.9	80	04-Apr-2010 11:34:30	0.382515	0.152	0.342	1.385	3.199	27.944	35.035
TV9_206	57	0	1	0	2	0	0	0	60	79	SUR	42	D	180-2000	1742295	apr	6	73.9	3	04-Apr-2010 03:13:07	0.006724	0.000	0.084	0.026	2.205	30.338	34.574
TV9_213	3634	86	2829	1702	5268	96	1	0	13616	30776	DCM	42	D	20-180	1476458	apr	6	73.9	80	04-Apr-2010 11:34:30	0.382515	0.152	0.342	1.385	3.199	27.944	35.035
TV9_209	3347	0	38	22	24	0	3	0	3434	4223	SUR	42	D	20-180	1837184	apr	6	73.9	3	04-Apr-2010 03:13:07	0.006724	0.000	0.084	0.026	2.205	30.338	34.574
TV9_82	1641	1	246	236	18	4	5	0	2151	4063	SUR	45	D	5-20	3508596	apr	1.878733333	71.50445	3	13-Apr-2010 03:21:32	0.026898						
TV9_256	6965	43	20155	17668	306	726	540	3	46406	125585	SUR	45	D	0.8-5	2418338	apr	1.878733333	71.50445	3	13-Apr-2010 03:21:32	0.026898						
TV9_81	57	1	8	16	4	0	2	0	88	161	SUR	45	D	180-2000	2435330	apr	1.878733333	71.50445	3	13-Apr-2010 03:21:32	0.026898						
TV9_83	435	0	13	8	3	0	0	0	459	602	SUR	45	D	20-180	1552906	apr	1.878733333	71.50445	3	13-Apr-2010 03:21:32	0.026898						
TV9_198	97	1	4	0	1	0	4	0	107	148	SUR	48	WGA/D	180-2000	1399304	apr	-9.413333333	66.31166667	3	19-Apr-2010 09:40:34	0	0.014	0.080	0.042	2.059	29.747	34.205
TV9_59	318374	0	173	178	64	3	68	0	318860	319695	DCM	52	WGA/D	5-20	2906359	may	-16.95703333	53.9801	75	17-May-2010 12:37:15	0.393331	0.035	0.160	0.456	2.892	25.266	34.910
TV9_55	18765	0	6	16	18	0	4	0	18809	95641	SUR	52	WGA/D	5-20	1805936	may	-16.95703333	53.9801	3	17-May-2010 06:48:39	0.12887	0.000	0.119	0.000	2.666	27.984	34.510
TV9_60	13511	710	6482	11115	56345	593	5	5	88766	159461	DCM	52	D	0.8-5	1861831	may	-16.95703333	53.9801	75	17-May-2010 12:37:15	0.393331	0.035	0.160	0.456	2.892	25.266	34.910
TV9_56	9404	437	11833	9325	34886	1087	34	0	67006	169780	SUR	52	D	0.8-5	1235239	may	-16.95703333	53.9801	3	17-May-2010 06:48:39	0.12887	0.000	0.119	0.000	2.666	27.984	34.510
TV9_58	1242	46	1258	996	3672	113	1	0	7328	18458	DCM	52	D	180-2000	2146194	may	-16.95703333	53.9801	75	17-May-2010 12:37:15	0.393331	0.035	0.160	0.456	2.892	25.266	34.910
TV9_54	75	0	0	0	16	0	0	0	91	147	SUR	52	D	180-2000	1454597	may	-16.95703333	53.9801	3	17-May-2010 06:48:39	0.12887	0.000	0.119	0.000	2.666	27.984	34.510
TV9_61	6330	1	8	5	112	3	2	0	6461	7336	DCM	52	D	20-180	1832634	may	-16.95703333	53.9801	70	17-May-2010 12:37:15	0.393331	0.035	0.160	0.456	2.892	25.266	34.910
TV9_57	8815	0	2	5	62	1	0	0	8885	10404	SUR	52	D	20-180	1776180	may	-16.95703333	53.9801	3	17-May-2010 06:48:39	0.12887	0.000	0.119	0.000	2.666	27.984	34.510
TV9_318	29462	0	1	18	1	0	0	0	29482	29510	DCM	64	WGA/D	5-20	322398	may	-32.56666667	37.99401667	63.6355	08-Jul-2010 05:19:57	0.214573	0.007	0.083	0.021	1.739	22.220	35.331
TV9_48	152751	25	174	335	204	0	4	10	153503	157003	SUR	64	D	5-20	1646888	jul	-32.56666667	37.99401667	3	07-Jul-2010 04:56:10	0.162993	0.005	0.084	0.000	1.768	22.224	35.321
TV9_52	10256	558	2434	13284	47355	262	9	0	74158	133926	DCM	64	D	0.8-5	906192	jul	-32.56666667	37.99401667	65	08-Jul-2010 05:19:57	0.214573	0.007	0.083	0.021	1.739	22.220	35.331
TV9_49	9215	769	4869	7102	23859	432	4	0	46250	99168	SUR	64	D	0.8-5	803609	jul	-32.56666667	37.99401667	3	07-Jul-2010 04:56:10	0.162993	0.005	0.084	0.000	1.768	22.224	35.321
TV9_51	670	0	2	2	18	0	0	0	692	758	DCM	64	D	180-2000	2298600	jul	-32.56666667	37.99401667	65	08-Jul-2010 05:19:57	0.214573	0.007	0.083	0.021	1.739	22.220	35.331
TV9_47	817	0	4	2	18	0	0	0	841	930	SUR	64	D	180-2000	1995442	jul	-32.56666667	37.99401667	3	07-Jul-2010 04:56:10	0.162993	0.005	0.084	0.000	1.768	22.224	35.321
TV9_53	47868	6	247	157	66	0	2	0	48346	48677	DCM	64	D	20-180	1683630	jul	-32.56666667	37.99401667	60	08-Jul-2010 05:19:57	0.214573	0.007	0.083	0.021	1.739	22.220	35.331
TV9_50	32677	0	10	118	44	0	3	0	32852	33041	SUR	64	D	20-180	1255340	jul	-32.56666667	37.99401667	3	07-Jul-2010 04:56:10	0.162993	0.005	0.084	0.000	1.768	22.224	35.321
TV9_160	33906	436	2879	5538	2610	13	1144	0	46526	63076	DCM	65	WGA/D	5-20	1682466	jul	-35.18886667	26.28905	28.6815	12-Jul-2010 11:25:55	0.272648						
TV9_157	52244	5	19	46	60	0	3	0	52377	52687	SUR	65	WGA/D	5-20	2183309	jul	-35.18886667	26.28905	3	12-Jul-2010 06:46:23	0.215292						
TV9_161	34726	556	4822	17874	42620	130	3	3	100734	204852	DCM	65	D	0.8-5	1772811	jul	-35.18886667	26.28905	28.6815	12-Jul-2010 11:25:55	0.272648						
TV9_158	9002	182	1369	2760	7962	11	3	0	21289	49202	SUR	65	D	0.8-5	949804	jul	-35.18886667	26.28905	3	12-Jul-2010 06:46:23	0.215292						
TV9_156	474	0	9	12	38	0	0	0	533	627	SUR	65	D	180-2000	2099306	jul	-35.18886667	26.28905	3	12-Jul-2010 06:46:23	0.215292						
TV9_159	70499	26	102	840	994	6	0	0	72467	74348	SUR	65	D	20-180	2334017	jul	-35.18886667	26.28905	3	12-Jul-2010 06:46:23	0.215292						
TV9_154	135871	46	400	317	322	7	40	0	137003	138564	DCM	66	WGA/D	5-20	1607771	jul	-34.94215	17.92388333	28.633	15-Jul-2010 16:32:17	0.424363	0.266	0.368	3.256	2.506	14.954	35.330
TV9_151	58219	0	19	31	8	0	3	0	58280	59470	SUR	66	WGA/D	5-20	2668051	jul	-34.94215	17.92388333	3	15-Jul-2010 12:26:26	0.250054	0.301	0.340	3.332	2.747	15.058	35.334
TV9_155	8202	229	941	5794	5178	61	0	7	20412	76215	DCM	66	D	0.8-5	593167	jul	-34.94215	17.92388333	28.633	15-Jul-2010 16:32:17	0.424363	0.266	0.368	3.256	2.506	14.954	35.330
TV9_152	42591	854	4469	33721	21845	333	0	35	103848	285118	SUR	66	D	0.8-5	1717921	jul	-34.94215	17.92388333	3	15-Jul-2010 12:26:26	0.250054	0.301	0.340	3.332	2.747	15.058	35.334
TV9_150	10781	1	8	31	23	0	1	0	10845	10980	SUR	66	D	180-2000	1477972	jul	-34.94215	17.92388333	3	15-Jul-2010 12:26:26	0.250054	0.301	0.340	3.332	2.747	15.058	35.334
TV9_153	70257	3	13	643	107	3	0	0	71026	73862	SUR	66	D	20-180	1944476	jul	-34.94215	17.92388333	3	15-Jul-2010 12:26:26	0.250054	0.301	0.340	3.332	2.747	15.058	35.334
TV9_43	256607	10	26	194	104	0	6	40	256987	258801	SUR	67	D	5-20	727097	sep	-32.21503333	17.28663333	3	07-Sep-2010 06:35:16	1.55149	0.177	1.065	7.658	14.186	12.869	34.849
TV9_45	80481	516	1509	10516	4628	55	3	605	98313	161557	SUR	67	D	0.8-5	884661	sep	-32.21503333	17.28663333	3	07-Sep-2010 06:35:16	1.55149	0.177	1.065	7.658	14.186	12.869	34.849
TV9_42	1031	1	20	56	29	0	9	4	1150	1570	SUR	67	D	180-2000	1596057	sep	-32.21503333	17.28663333	3	07-Sep-2010 06:35:16	1.55149	0.177	1.065	7.658	14.186	12.869	34.849
TV9_46	23984	1	13	25	143	0	7	29	24202	24714	SUR	67	D	20-180	1404371	sep	-32.21503333	17.28663333	3	07-Sep-2010 06:35:16	1.55149	0.177	1.065	7.658	14.186	12.869	34.849
TV9_146	16016	7	100	315	274	6	87	0	16805	18074	DCM	68	WGA/D	5-20	1908015	sep	-31.01703333	7.498366667	50	14-Sep-2010 09:14:01	0.42458	0.315	0.200	1.121	2.228	16.750	35.680
TV9_258	237	0	3	2	1	0	20	0	263	296	SUR	68	WGA/D	5-20	582125	sep	-31.01703333	7.498366667	3	14-Sep-2010 09:14:01	0.201517						
TV9_143	18341	4305	928	65251	127692	623	5	9	217154	332416	SUR	68	D	0.8-5	1606845	sep	-31.01703333	7.498366667	3	14-Sep-2010 09:14:01	0.201517						
TV9_145	76	2	1	11	46	0	0	0	136	181	DCM	68	D	180-2000	1719363	sep	-31.01703333	7.498366667	50	14-Sep-2010 09:14:01	0.42458	0.315	0.200	1.121	2.228	16.750	35.680
TV9_321	1508	26	123	136	84	2	63	0	1942	2932	SUR	68	D	180-2000	4770744	sep	-31.01703333	7.498366667	5.42742	14-Sep-2010 09:14:01	0.201517						
TV9_144	6195	2	2	49	80	0	0	0	6328	6520	SUR	68	D	20-180	1937180	sep	-31.01703333	7.498366667	3	14-Sep-2010 09:14:01	0.201517						
TV9_215	50252	5	581	289	2782	28	0	0	53937	58282	SUR	70	D	5-20	1492652	sep	-20.40913333	-3.175916667	3	21-Sep-2010 07:05:56	0.324315	0.060	0.408	1.134	1.533	19.882	36.370
TV9_217	7709	368	9039	13624	93544	1869	0	8	126161	218634	SUR	70	D	0.8-5	1263273	sep	-20.40913333	-3.175916667	3	21-Sep-2010 07:05:56	0.324315	0.060	0.408	1.134	1.533	19.882	36.370
TV9_214	111	0	1	10	66	0	0	0	188	457	SUR	70	D	180-2000	1840076	sep	-20.40913333	-3.175916667	3	21-Sep-2010 07:05:56	0.324315	0.060	0.408	1.134	1.533	19.882	36.370
TV9_218	5876	0	27	6	177	0	0	0	6086	6535	SUR	70	D	20-180	2169467	sep	-20.40913333	-3.175916667	3	21-Sep-2010 07:05:56	0.324315	0.060	0.408	1.134	1.533	19.882	36.370
TV9_104	6951	3	18	26	73	0	14	0	7085	11859	DCM	72	D	5-20	2277122	oct	-8.81175	-17.91261667	100	05-Oct-2010 12:42:17	0.263939	0.011	0.143	0.044	1.319	24.710	36.610
TV9_100	6663	2	45	269	27	0	21	0	7027	8213	SUR	72	WGA/D	5-20	1708026	oct	-8.81175	-17.91261667	3	05-Oct-2010 08:10:13	0.050608	0.003	0.104	0.017	0.867	25.145	36.420
TV9_106	3815	494	2229	6249	28556	155	2	7	41507	89628	DCM	72	D	0.8-5	1456076	oct	-8.81175	-17.91261667	100	05-Oct-2010 12:42:17	0.263939	0.011	0.143	0.044	1.319	24.710	36.610
TV9_260	3778	1235	28933	66989	6800	1223	12	7	108977	183962	SUR	72	D	0.8-5	1926293	oct	-8.81175	-17.91261667	3	05-Oct-2010 08:10:13	0.050608	0.003	0.104	0.017	0.867	25.145	36.420
TV9_103	47	1	1	7	10	0	0	0	66	147	DCM	72	D	180-2000	1520493	oct	-8.81175	-17.91261667	100	05-Oct-2010 12:42:17	0.263939	0.011	0.143	0.044	1.319	24.710	36.610
TV9_99	46	1	1	4	2	1	2	0	57	84	SUR	72	D	180-2000	1985426	oct	-8.81175	-17.91261667	3	05-Oct-2010 08:10:13	0.050608	0.003	0.104	0.017	0.867	25.145	36.420
TV9_107	899	3	1	14	34	0	1	0	952	1455	DCM	72	D	20-180	1906104	oct	-8.81175	-17.91261667	100	05-Oct-2010 12:42:17	0.263939	0.011	0.143	0.044	1.319	24.710	36.610
TV9_102	1781	15	368	770	101	15	2	0	3052	4418	SUR	72	D	20-180	2020943	oct	-8.81175	-17.91261667	3	05-Oct-2010 08:10:13	0.050608	0.003	0.104	0.017	0.867	25.145	36.420
TV9_190	617	0	2	5	8	0	0	0	632	924	DCM	76	D	5-20	1102998	oct	-20.93685	-35.185	150	16-Oct-2010 17:43:23	0.150865	0.015	0.038	-0.422	0.712	21.970	36.790
TV9_185	1289	29	946	608	60	26	0	0	2958	4798	SUR	76	D	5-20	1501835	oct	-20.93685	-35.185	3	16-Oct-2010 10:07:57	0.033622	0.002	0.056	-0.422	0.815	23.306	37.071
TV9_192	15693	165	9615	1986	39372	258	1037	0	68126	91713	DCM	76	D	0.8-5	1176009	oct	-20.93685	-35.185	150	16-Oct-2010 17:43:23	0.150865	0.015	0.038	-0.422	0.712	21.970	36.790
TV9_187	3396	775	25293	49493	3329	1255	0	9	83550	187661	SUR	76	D	0.8-5	1694408	oct	-20.93685	-35.185	3	16-Oct-2010 10:07:57	0.033622	0.002	0.056	-0.422	0.815	23.306	37.071
TV9_189	5	0	3	0	6	0	0	0	14	31	DCM	76	D	180-2000	2631682	oct	-20.93685	-35.185	150	16-Oct-2010 17:43:23	0.150865	0.015	0.038	-0.422	0.712	21.970	36.790
TV9_184	14	0	0	0	2	0	0	0	16	28	SUR	76	D	180-2000	1557309	oct	-20.93685	-35.185	3	16-Oct-2010 10:07:57	0.033622	0.002	0.056	-0.422	0.815	23.306	37.071
TV9_193	1414	0	2	5	16	0	0	0	1437	1641	DCM	76	D	20-180	1576959	oct	-20.93685	-35.185	150	16-Oct-2010 17:43:23	0.150865	0.015	0.038	-0.422	0.712	21.970	36.790
TV9_188	1677	0	1	6	15	0	0	2	1701	1950	SUR	76	D	20-180	1862591	oct	-20.93685	-35.185	3	16-Oct-2010 10:07:57	0.033622	0.002	0.056	-0.422	0.815	23.306	37.071
TV9_89	4417	121	981	3479	417	11	24	22	9472	22806	SUR	78	D	5-20	2070294	nov	-30.1367	-43.28991667	3	04-Nov-2010 10:24:01	0.053173	-0.023	-0.058	0.021	0.600	20.168	36.310
TV9_95	3977	406	2276	5210	54223	70	53	1	66216	138286	DCM	78	D	0.8-5	1572947	nov	-30.1367	-43.28991667	120	04-Nov-2010 19:34:19	0.226052	0.053	-0.093	0.104	0.319	19.320	36.280
TV9_91	2985	4379	42004	141553	6099	562	67	15	197664	347155	SUR	78	D	0.8-5	2345492	nov	-30.1367	-43.28991667	3	04-Nov-2010 10:24:01	0.053173	-0.023	-0.058	0.021	0.600	20.168	36.310
TV9_93	6378	0	1	3	23	0	5	0	6410	7297	DCM	78	D	180-2000	1827256	nov	-30.1367	-43.28991667	120	04-Nov-2010 19:34:19	0.226052	0.053	-0.093	0.104	0.319	19.320	36.280
TV9_88	35	0	4	6	10	0	0	0	55	142	SUR	78	D	180-2000	1913925	nov	-30.1367	-43.28991667	3	04-Nov-2010 10:24:01	0.053173	-0.023	-0.058	0.021	0.600	20.168	36.310
TV9_96	953	0	1	6	39	0	4	0	1003	1439	DCM	78	D	20-180	1117514	nov	-30.1367	-43.28991667	120	04-Nov-2010 19:34:19	0.226052	0.053	-0.093	0.104	0.319	19.320	36.280
TV9_92	3812	1	25	29	261	0	5	0	4133	7338	SUR	78	D	20-180	2065127	nov	-30.1367	-43.28991667	3	04-Nov-2010 10:24:01	0.053173	-0.023	-0.058	0.021	0.600	20.168	36.310
TV9_261	6238	14	77	111	133	3	95	0	6671	7358	DCM	82	WGA/D	5-20	1604162	dec	-47.18471667	-58.29503333	30	06-Dec-2010 22:04:09	0.991294	0.110	1.326	18.253	2.453	6.988	34.048
TV9_171	330921	80	103	233	341	0	2	0	331680	338038	SUR	82	D	5-20	1904299	dec	-47.18471667	-58.29503333	3	06-Dec-2010 10:25:56	0.310844	0.153	1.301	18.208	1.776	7.806	34.050
TV9_177	40422	131	677	790	764	2	460	0	43246	47981	DCM	82	WGA/D	0.8-5	1936264	dec	-47.18471667	-58.29503333	40	06-Dec-2010 22:04:09	0.991294	0.110	1.326	18.253	2.453	6.988	34.048
TV9_173	38016	11103	2158	71120	56453	2	7	0	178859	392561	SUR	82	D	0.8-5	1407102	dec	-47.18471667	-58.29503333	3	06-Dec-2010 10:25:56	0.310844	0.153	1.301	18.208	1.776	7.806	34.050
TV9_175	36636	23	17	51	827	0	0	0	37554	61310	DCM	82	D	180-2000	1867961	dec	-47.18471667	-58.29503333	30	06-Dec-2010 22:04:09	0.991294	0.110	1.326	18.253	2.453	6.988	34.048
TV9_170	12362	37	10	244	205	0	4	0	12862	20110	SUR	82	D	180-2000	1895718	dec	-47.18471667	-58.29503333	3	06-Dec-2010 10:25:56	0.310844	0.153	1.301	18.208	1.776	7.806	34.050
TV9_178	154310	7	539	436	222	0	224	0	155738	158552	DCM	82	WGA/D	20-180	1954728	dec	-47.18471667	-58.29503333	30	06-Dec-2010 22:04:09	0.991294	0.110	1.326	18.253	2.453	6.988	34.048
TV9_174	127009	1	6	209	1094	0	7	0	128326	139206	SUR	82	D	20-180	1198986	dec	-47.18471667	-58.29503333	3	06-Dec-2010 10:25:56	0.310844	0.153	1.301	18.208	1.776	7.806	34.050
TV9_180	1020426	0	16	11	2	0	3	0	1020458	1020699	SUR	84	WGA/D	5-20	1584141	jan	-60.23236667	-60.6451	3	03-Jan-2011 11:10:57	0.109555	0.266	1.723	25.310	16.554	2.014	33.670
TV9_182	230270	993	5650	17007	14653	66	3	0	268642	353906	SUR	84	D	0.8-5	1607870	jan	-60.23236667	-60.6451	3	03-Jan-2011 11:10:57	0.109555	0.266	1.723	25.310	16.554	2.014	33.670
TV9_179	10367	0	7	3	5	1	0	0	10383	13375	SUR	84	D	180-2000	1544276	jan	-60.23236667	-60.6451	3	03-Jan-2011 11:10:57	0.109555	0.266	1.723	25.310	16.554	2.014	33.670
TV9_183	358286	0	12	643	39	2	2	0	358984	364951	SUR	84	D	20-180	1424030	jan	-60.23236667	-60.6451	3	03-Jan-2011 11:10:57	0.109555	0.266	1.723	25.310	16.554	2.014	33.670
TV9_227	234309	50	80	248	113	0	35	0	234835	235664	DCM	85	WGA/D	5-20	2069868	jan	-62.03488333	-42.5383	90	06-Jan-2011 20:36:32	0.540091	0.060	2.309	31.000	81.820	-0.880	34.410
TV9_222	615003	0	41	13	10	0	9	0	615076	615201	SUR	85	WGA/D	5-20	1683438	jan	-62.03488333	-42.5383	3	06-Jan-2011 10:26:58	0.065273	0.107	2.110	28.535	79.778	0.750	34.350
TV9_229	87872	484	829	5531	11125	20	11	0	105872	399384	DCM	85	D	0.8-5	1449518	jan	-62.03488333	-42.5383	90	06-Jan-2011 20:36:32	0.540091	0.060	2.309	31.000	81.820	-0.880	34.410
TV9_224	250755	91	5242	46497	37636	30	5	0	340256	611034	SUR	85	D	0.8-5	2260712	jan	-62.03488333	-42.5383	3	06-Jan-2011 10:26:58	0.065273	0.107	2.110	28.535	79.778	0.750	34.350
TV9_226	25877	2	12	10	8	0	15	0	25924	28299	DCM	85	D	180-2000	2500241	jan	-62.03488333	-42.5383	90	06-Jan-2011 20:36:32	0.540091	0.060	2.309	31.000	81.820	-0.880	34.410
TV9_221	271195	0	2	3	4	0	1	0	271205	281219	SUR	85	D	180-2000	811087	jan	-62.03488333	-42.5383	3	06-Jan-2011 10:26:58	0.065273	0.107	2.110	28.535	79.778	0.750	34.350
TV9_230	364546	109	160	185	137	0	96	0	365233	371787	DCM	85	WGA/D	20-180	1885783	jan	-62.03488333	-42.5383	90	06-Jan-2011 20:36:32	0.540091	0.060	2.309	31.000	81.820	-0.880	34.410
TV9_225	1178911	17	11	55	22	0	9	0	1179025	1197947	SUR	85	WGA/D	20-180	2150594	jan	-62.03488333	-42.5383	3	06-Jan-2011 10:26:58	0.065273	0.107	2.110	28.535	79.778	0.750	34.350
TV9_322	343	0	31	18	19	0	26	0	437	638	DCM	98	WGA/D	5-20	4125935	apr	-26.14863333	-111.189	184.479	04-Apr-2011 08:23:54	0.175226	0.028	0.117	0.073	0.353	20.381	35.880
TV9_24	3737	2	12	39	25	0	0	0	3815	4409	SUR	98	D	5-20	1298874	apr	-26.14863333	-111.189	3	03-Apr-2011 18:10:41	0.013449	0.000	0.209	0.037	0.410	25.197	36.364
TV9_27	2656	50	154	177	298	6	204	0	3545	6223	DCM	98	WGA/D	0.8-5	2253039	apr	-26.14863333	-111.189	180	04-Apr-2011 08:23:54	0.175226	0.028	0.117	0.073	0.353	20.381	35.880
TV9_262	2028	510	9277	22433	609	525	37	28	35447	68936	SUR	98	D	0.8-5	1455273	apr	-26.14863333	-111.189	3	03-Apr-2011 18:10:41	0.013449	0.000	0.209	0.037	0.410	25.197	36.364
TV9_26	1176	3	2068	1980	77	57	57	1	5419	14299	DCM	98	D	180-2000	2571107	apr	-26.14863333	-111.189	180	04-Apr-2011 08:23:54	0.175226	0.028	0.117	0.073	0.353	20.381	35.880
TV9_23	193	3	23	63	201	14	1	0	498	1159	SUR	98	D	180-2000	1301588	apr	-26.14863333	-111.189	3	03-Apr-2011 18:10:41	0.013449	0.000	0.209	0.037	0.410	25.197	36.364
TV9_28	1109	1	10	14	33	1	2	0	1170	1948	DCM	98	D	20-180	2333435	apr	-26.14863333	-111.189	180	04-Apr-2011 08:23:54	0.175226	0.028	0.117	0.073	0.353	20.381	35.880
TV9_25	643	0	14	43	19	1	2	0	722	1267	SUR	98	D	20-180	1803739	apr	-26.14863333	-111.189	3	03-Apr-2011 18:10:41	0.013449	0.000	0.209	0.037	0.410	25.197	36.364
TV9_68	197466	4	302	227	218	3	105	0	198325	200157	DCM	100	WGA/D	5-20	1778154	apr	-13.42513333	-96.56675	50	15-Apr-2011 13:10:13	0.366887	0.164	0.779	5.655	1.882	17.5193	35.312
TV9_63	270106	26	88	192	348	2	1	0	270763	276784	SUR	100	D	5-20	1660153	apr	-13.42513333	-96.56675	3	15-Apr-2011 13:10:13	0.287892	0.137	0.677	6.151	1.161	12.474	34.844
TV9_323	12396	1113	3931	6907	19890	234	8	0	44479	123479	DCM	100	D	0.8-5	3919146	apr	-13.42513333	-96.56675	57.6225	15-Apr-2011 13:10:13	0.366887	0.164	0.779	5.655	1.882	17.5193	35.312
TV9_65	7186	247	1205	4146	5178	60	7	7	18036	57206	SUR	100	D	0.8-5	1400643	apr	-13.42513333	-96.56675	3	15-Apr-2011 13:10:13	0.287892	0.137	0.677	6.151	1.161	12.474	34.844
TV9_67	128	0	5	22	102	0	0	0	257	449	DCM	100	D	180-2000	1822577	apr	-13.42513333	-96.56675	50	15-Apr-2011 13:10:13	0.366887	0.164	0.779	5.655	1.882	17.5193	35.312
TV9_62	1156	1	4	11	23	0	1	0	1196	1287	SUR	100	D	180-2000	1791118	apr	-13.42513333	-96.56675	3	15-Apr-2011 13:10:13	0.287892	0.137	0.677	6.151	1.161	12.474	34.844
TV9_70	65904	0	5	5	244	0	1	0	66159	67302	DCM	100	D	20-180	1391289	apr	-13.42513333	-96.56675	50	15-Apr-2011 13:10:13	0.366887	0.164	0.779	5.655	1.882	17.5193	35.312
TV9_66	31522	0	2	5	150	0	2	0	31681	32680	SUR	100	D	20-180	808801	apr	-13.42513333	-96.56675	3	15-Apr-2011 13:10:13	0.287892	0.137	0.677	6.151	1.161	12.474	34.844
TV9_122	341626	4	33	47	711	1	7	0	342429	388047	DCM	102	D	5-20	2255618	apr	-5.252366667	-85.16091667	40	22-Apr-2011 19:51:38	0.728939	1.202	1.862	24.365	10.505	19.362	34.858
TV9_118	100737	114	38	30	116	0	2	0	101037	103677	SUR	102	D	5-20	1483197	apr	-5.252366667	-85.16091667	3	21-Apr-2011 20:16:14	0.238224	0.307	0.986	12.373	4.948	25.200	34.707
TV9_124	21189	1718	6192	12578	25042	446	14	3	67182	236792	DCM	102	D	0.8-5	1608011	apr	-5.252366667	-85.16091667	40	22-Apr-2011 19:51:38	0.728939	1.202	1.862	24.365	10.505	19.362	34.858
TV9_120	6696	5008	10744	10249	32143	563	17	0	65420	134219	SUR	102	D	0.8-5	1463015	apr	-5.252366667	-85.16091667	3	21-Apr-2011 20:16:14	0.238224	0.307	0.986	12.373	4.948	25.200	34.707
TV9_324	833	3	15	30	40	0	13	0	934	1355	DCM	102	WGA/D	180-2000	4782529	apr	-5.252366667	-85.16091667	45.659	22-Apr-2011 19:51:38	0.728939	1.202	1.862	24.365	10.505	19.362	34.858
TV9_117	2353	17	98	100	255	5	1	0	2829	5013	SUR	102	D	180-2000	1893230	apr	-5.252366667	-85.16091667	3	21-Apr-2011 20:16:14	0.238224	0.307	0.986	12.373	4.948	25.200	34.707
